frame_index,faces_detected,encryption_ms,decryption_ms,mse,psnr_db,npcr_percent,uaci_percent,signature_ok
200,0,29.601335525512695,0.0,0.0,inf,,,1
201,0,4.774332046508789,15.916824340820312,0.0,inf,99.60976125422847,33.64010238647461,1
202,0,0.0,0.0,0.0,inf,99.60593937028364,33.664100646972656,1
203,0,16.124725341796875,2.0046234130859375,0.0,inf,99.60504488680718,33.62028503417969,1
204,0,0.0,16.167163848876953,0.0,inf,99.60122300286235,33.69088363647461,1
205,0,13.436555862426758,5.957365036010742,0.0,inf,99.6110623211033,33.66826629638672,1
206,0,12.557268142700195,0.698089599609375,0.0,inf,99.61691712204008,33.66566467285156,1
207,0,14.623165130615234,0.0,0.0,inf,99.60406908665107,33.66719055175781,1
208,0,5.072832107543945,16.017913818359375,0.0,inf,99.6046383034088,33.65217590332031,1
209,0,13.580560684204102,0.0,0.0,inf,99.60846018735363,33.6490592956543,1
210,0,9.58871841430664,0.0,0.0,inf,99.60789097059589,33.67563247680664,1
211,0,7.220745086669922,0.0,0.0,inf,99.60284933645589,33.63178634643555,1
212,0,30.739784240722656,4.112720489501953,0.0,inf,99.61016783762685,33.60077667236328,1
213,0,7.915496826171875,0.0,0.0,inf,99.59984061930783,33.59464645385742,1
214,0,8.097410202026367,2.004861831665039,0.0,inf,99.60829755399428,33.62930679321289,1
215,0,7.750749588012695,0.0,0.0,inf,99.60057246942493,33.62421798706055,1
216,0,7.378101348876953,0.0,0.0,inf,99.60740307051782,33.67774963378906,1
217,0,9.897708892822266,0.0,0.0,inf,99.6021174863388,33.640560150146484,1
218,0,0.0,0.0,0.0,inf,99.60902940411137,33.64860534667969,1
219,0,0.0,2.005338668823242,0.0,inf,99.60545147020557,33.61543273925781,1
220,0,7.87043571472168,0.0,0.0,inf,99.6039064532917,33.6345329284668,1
221,0,3.853321075439453,0.0,0.0,inf,99.60106036950299,33.63502883911133,1
222,0,4.309415817260742,12.098312377929688,0.0,inf,99.61407103825137,33.66131591796875,1
223,0,6.230592727661133,6.148815155029297,0.0,inf,99.60911072079105,33.601463317871094,1
224,0,0.0,0.0,0.0,inf,99.60447567004944,33.61064529418945,1
225,0,0.0,0.0,0.0,inf,99.60976125422847,33.63529586791992,1
226,0,0.0,0.0,0.0,inf,99.6013856362217,33.67446517944336,1
227,0,2.550840377807617,0.0,0.0,inf,99.6089480874317,33.65012741088867,1
228,0,9.029388427734375,0.0,0.0,inf,99.6056954202446,33.665592193603516,1
229,0,7.764577865600586,2.0029544830322266,0.0,inf,99.61610395524329,33.662174224853516,1
230,0,6.008148193359375,1.0046958923339844,0.0,inf,99.6053701535259,33.656005859375,1
231,0,7.7800750732421875,2.0046234130859375,0.0,inf,99.60415040333072,33.68439483642578,1
232,0,4.007577896118164,0.0,0.0,inf,99.60902940411137,33.66716766357422,1
233,0,9.111404418945312,0.0,0.0,inf,99.61390840489202,33.68386459350586,1
234,0,8.554935455322266,0.0,0.0,inf,99.60886677075202,33.67392349243164,1
235,2,0.0,15.760421752929688,0.0,inf,99.60374381993235,33.757537841796875,1
236,2,8.011102676391602,0.0,0.0,inf,99.61195680457976,33.718074798583984,1
237,2,12.060880661010742,2.005338668823242,0.0,inf,99.61569737184492,33.71672821044922,1
238,2,8.014440536499023,2.0041465759277344,0.0,inf,99.61699843871975,33.749542236328125,1
239,2,7.75146484375,0.0,0.0,inf,99.60813492063491,33.76689147949219,1
240,1,7.909059524536133,2.003192901611328,0.0,inf,99.6067525370804,33.69572830200195,1
241,1,0.0,0.0,0.0,inf,99.61659185532137,33.6943244934082,1
242,1,9.483814239501953,0.0,0.0,inf,99.60602068696332,33.69343185424805,1
243,1,8.584976196289062,0.0,0.0,inf,99.61455893832944,33.704437255859375,1
244,1,0.0,0.0,0.0,inf,99.60805360395524,33.697784423828125,1
245,1,8.781671524047852,0.0,0.0,inf,99.60252406973719,33.692604064941406,1
246,1,7.6923370361328125,1.7447471618652344,0.0,inf,99.60902940411137,33.70573043823242,1
247,1,7.9250335693359375,2.0036697387695312,0.0,inf,99.61618527192297,33.71883773803711,1
248,1,0.0,0.0,0.0,inf,99.59927140255009,33.72690200805664,1
249,1,7.307291030883789,0.0,0.0,inf,99.60707780379911,33.67262649536133,1
250,2,0.0,0.0,0.0,inf,99.61407103825137,33.722496032714844,1
251,2,8.726358413696289,0.0,0.0,inf,99.6128512880562,33.669071197509766,1
252,2,11.39211654663086,0.0,0.0,inf,99.61098100442362,33.690555572509766,1
253,2,9.19032096862793,0.0,0.0,inf,99.60284933645589,33.7360725402832,1
254,2,10.31804084777832,0.0,0.0,inf,99.60496357012751,33.7449836730957,1
255,2,6.242036819458008,0.0,0.0,inf,99.6039064532917,33.72690963745117,1
256,2,8.050680160522461,0.0,0.0,inf,99.60618332032266,33.69694519042969,1
257,2,9.181737899780273,0.0,0.0,inf,99.6074843871975,33.728851318359375,1
258,2,8.102893829345703,0.0,0.0,inf,99.61586000520427,33.718605041503906,1
259,2,1.74713134765625,0.0,0.0,inf,99.6071591204788,33.761085510253906,1
260,2,8.678436279296875,0.0,0.0,inf,99.60732175383815,33.713016510009766,1
261,2,7.538795471191406,0.0,0.0,inf,99.60504488680718,33.74274826049805,1
262,2,9.560823440551758,0.0,0.0,inf,99.60797228727557,33.69287872314453,1
263,2,6.499767303466797,0.0,0.0,inf,99.60545147020557,33.70866775512695,1
264,2,10.219812393188477,0.0,0.0,inf,99.60374381993235,33.68217086791992,1
265,3,5.72967529296875,0.0,0.0,inf,99.61374577153266,33.81928634643555,1
266,3,12.592792510986328,2.0051002502441406,0.0,inf,99.61203812125943,33.84214782714844,1
267,3,0.0,0.0,0.0,inf,99.60528883684621,33.828765869140625,1
268,3,11.024951934814453,2.004384994506836,0.0,inf,99.60455698672912,33.858253479003906,1
269,3,0.0,0.0,0.0,inf,99.60114168618267,33.795555114746094,1
270,0,0.0,0.0,0.0,inf,99.62025110590685,33.694000244140625,1
271,0,0.0,0.0,0.0,inf,99.60805360395524,33.647098541259766,1
272,0,4.014253616333008,0.0,0.0,inf,99.61602263856362,33.666595458984375,1
273,0,15.661478042602539,2.0036697387695312,0.0,inf,99.61098100442362,33.66543960571289,1
274,0,4.701852798461914,2.004384994506836,0.0,inf,99.61732370543845,33.671119689941406,1
275,0,0.0,16.13450050354004,0.0,inf,99.61146890450169,33.684261322021484,1
276,0,0.0,0.0,0.0,inf,99.60382513661202,33.631080627441406,1
277,0,7.507085800170898,2.0051002502441406,0.0,inf,99.59740111891752,33.680084228515625,1
278,0,2.006053924560547,0.0,0.0,inf,99.60764702055685,33.64877700805664,1
279,0,15.865802764892578,0.0,0.0,inf,99.60642727036169,33.64693069458008,1
280,1,9.639978408813477,0.0,0.0,inf,99.60488225344783,33.74838638305664,1
281,1,8.929729461669922,0.0,0.0,inf,99.61342050481394,33.73606872558594,1
282,1,13.100385665893555,0.0,0.0,inf,99.60740307051782,33.752296447753906,1
283,1,7.62629508972168,2.002716064453125,0.0,inf,99.60382513661202,33.705039978027344,1
284,1,2.5861263275146484,0.0,0.0,inf,99.60301196981524,33.700748443603516,1
285,1,8.99195671081543,0.0,0.0,inf,99.60650858704138,33.704612731933594,1
286,1,8.738040924072266,0.0,0.0,inf,99.6110623211033,33.72841262817383,1
287,1,8.478403091430664,0.0,0.0,inf,99.61382708821233,33.692543029785156,1
288,1,4.13823127746582,0.0,0.0,inf,99.61716107207911,33.73822784423828,1
289,1,2.8662681579589844,0.0,0.0,inf,99.60813492063491,33.73152542114258,1
290,1,11.378049850463867,0.0,0.0,inf,99.61187548790008,33.69025802612305,1
291,1,9.957313537597656,0.0,0.0,inf,99.60358118657298,33.713687896728516,1
292,1,11.907339096069336,0.0,0.0,inf,99.60724043715847,33.65685272216797,1
293,1,7.393836975097656,0.0,0.0,inf,99.60561410356492,33.68366622924805,1
294,1,7.012367248535156,2.004384994506836,0.0,inf,99.61618527192297,33.70356750488281,1
295,0,13.957738876342773,0.0,0.0,inf,99.60846018735363,33.664955139160156,1
296,0,7.668256759643555,0.0,0.0,inf,99.61081837106427,33.63779830932617,1
297,0,0.0,0.0,0.0,inf,99.61472157168878,33.644432067871094,1
298,0,0.0,0.0,0.0,inf,99.60911072079105,33.6949348449707,1
299,0,0.0,1.861572265625,0.0,inf,99.61065573770492,33.691184997558594,1
300,1,4.782676696777344,0.0,0.0,inf,99.62781355711684,33.65829086303711,1
301,1,0.0,0.0,0.0,inf,99.61130627114234,33.658973693847656,1
302,1,10.574817657470703,0.0,0.0,inf,99.6110623211033,33.68720245361328,1
303,1,11.198759078979492,0.0,0.0,inf,99.61773028883685,33.69649887084961,1
304,1,9.929656982421875,0.0,0.0,inf,99.61138758782201,33.68367385864258,1
305,0,4.46772575378418,0.0,0.0,inf,99.61740502211813,33.63532257080078,1
306,0,8.01849365234375,2.003908157348633,0.0,inf,99.61260733801718,33.68521499633789,1
307,0,0.0,0.0,0.0,inf,99.6003285193859,33.676815032958984,1
308,0,7.496356964111328,0.0,0.0,inf,99.60789097059589,33.65339279174805,1
309,0,7.759332656860352,0.0,0.0,inf,99.6024427530575,33.6988525390625,1
310,0,0.0,0.0,0.0,inf,99.61122495446266,33.652008056640625,1
311,0,8.013010025024414,2.005338668823242,0.0,inf,99.60431303669009,33.65781784057617,1
312,0,7.752656936645508,2.004384994506836,0.0,inf,99.60040983606558,33.663604736328125,1
313,0,1.7476081848144531,0.0,0.0,inf,99.60520752016654,33.62925720214844,1
314,0,0.0,0.0,0.0,inf,99.6013856362217,33.667884826660156,1
315,0,0.0,2.003908157348633,0.0,inf,99.61350182149363,33.67565155029297,1
316,0,10.529041290283203,0.0,0.0,inf,99.61155022118136,33.6650505065918,1
317,0,8.764505386352539,2.0036697387695312,0.0,inf,99.62057637262556,33.647117614746094,1
318,0,8.019685745239258,2.0041465759277344,0.0,inf,99.61098100442362,33.662906646728516,1
319,0,7.947444915771484,2.004861831665039,0.0,inf,99.60528883684621,33.62523651123047,1
